sentence_id,sentiment,en_proportion,ta_proportion,na_proportion,num_switches,sentence_length,sentence
sent_41045,unknown,0.5,0.375,0.125,3,8,Yuvan  rocked #yuvan (#U1)...... #yuvan fans hit like
sent_41047,Positive,0.1667,0.6667,0.1667,2,6,Yuvan bgm and surya sema mass
sent_41048,Positive,0.1111,0.7778,0.1111,1,9,Climax la vara bgmku Anna nadathu varathu marana massss
sent_41049,Positive,0.8,0.2,0.0,1,5,Surya ; u just killed. Fabulous
sent_41050,Positive,0.2,0.6,0.2,1,5,Innum 1 Vaarathukku Naanga Trending
sent_41052,Positive,0.0,0.6,0.4,0,5,Ngk = NTK ( Naam tamilar katchi)
sent_41054,unknown,0.5556,0.4444,0.0,5,9,Yuvan BGM var laval and Yuvan fans hit like
sent_41056,Positive,0.6667,0.3333,0.0,3,6,Super move suriya.... Trailer output pakka.
sent_41058,Positive,0.3333,0.1111,0.5556,1,9,Surya sir brack singham 2 reacord ngk ngk ngk
sent_41059,Mixed_feelings,0.32,0.6,0.08,8,25,Romba neram ithu enna da like mattum viluthu. But view 492k laye irukku?  Ithu enna? You tube ku ennachi? ippo i thing 1million views katanthurukkum
sent_41061,unknown,0.3077,0.6667,0.0256,17,39,"General ah.. Ella padathoda trailer um nalla tha iruku.. Aana full movie pakkum pothu tha therium athu hit ah flop ah nu.. So, guys, endha padama irundhalum 2 min trailor pathu yemarathinga.. 2.30 mani nera padam pathittu comments podunga.."
sent_41063,Positive,0.5714,0.4286,0.0,3,7,Soda bottle kaiyila......6 Surya is back again......mass
sent_41064,Positive,0.0,1.0,0.0,0,5,Jai surya.  yadav. Jai jai...
sent_41065,Positive,0.1667,0.6667,0.1667,2,6,Suriya sir ea kola mass uhh
sent_41066,Positive,0.1429,0.8095,0.0476,4,21,appa saamy trailer sammaya irukku padam kuda ippidiye irunditta 250 Croces confirm konja Mokkeya irundalu nalla kayachiduvanga apdi agama irukkunu saamy
sent_41067,Positive,0.3333,0.6667,0.0,3,6,Super. Anna. Neenga vera Level epodhum
sent_41068,Positive,0.4,0.6,0.0,3,10,"Jai surya jai jai surya, proud to be surya fan"
sent_41069,Positive,0.1333,0.8,0.0667,3,15,Njhn oru vijay fana n bt Surya sir nte oru mass entrtinrr ayirikkum ee film
sent_41070,Positive,0.3333,0.6667,0.0,1,3,Surya telugu fans
sent_41071,Positive,0.5714,0.4286,0.0,3,7,Love you surya sir  By THALE FAN
sent_41072,Positive,0.625,0.375,0.0,4,8,Vera level nadipu die heart fan of Surya
sent_41073,Positive,0.2368,0.7368,0.0263,10,38,Inga Vijay fans nu soldra dubakoor's la nammabadhingo yellam vayitherichal pudichavanunga.. Mudinja idha maari oru padam nadikka sollunga da. Trailer super duper ah irukkavum respect from vijay fans aam potta thayalinga Surya dhan mass 2nd Innings start da
sent_41075,Positive,0.7273,0.2727,0.0,4,11,I'am from Karanataka big fan Surya Anna you All ways rock
sent_41076,Mixed_feelings,0.0,1.0,0.0,0,8,yenda thirunthave mattengringala. werum aracha maawe pottu araikkiringa
sent_41077,Positive,0.3333,0.6667,0.0,1,6,FULL ENTERTAINMENT IRUKU...apadiyea KAAPPAN umm Than
sent_41078,Positive,0.2857,0.7143,0.0,1,7,Kola maaaassssssu ..... Surya & marana maaaassssssu U1 musical....
sent_41079,Positive,0.3333,0.6667,0.0,4,6,Podu bgm therikuthu..BGM King na chummavaa
sent_41080,Positive,0.1429,0.8571,0.0,2,7,"Surya , Sai Pallavi and Rakul Preet Singh"
sent_41081,unknown,0.375,0.625,0.0,6,16,"Yenga Da ""All the best from Vj , Ajith, Sika,vjs fans "" nu like Pichai yedukura kootatha kaanom🤣🤣"
sent_41082,Positive,0.0,1.0,0.0,0,7,Oru nalla padoo varapodhu rombo nal kalichi!
sent_41083,Negative,0.6667,0.3333,0.0,4,6,Dislikes podravan anils and omakuchi fans
sent_41086,Positive,0.2,0.6,0.2,2,5,Kathirupom NGK  rock Surya mass
sent_41087,Positive,0.3871,0.6129,0.0,30,62,"Trailer vera level  Surya anna pirichu menjutaru  Confirm blockbuster for Surya anna  After long time andha old Surya anna odu charm iruku indha movie la   Oru nalla padam,hit aga vendiya padam from Surya anna after very long time  Yuvan bgm kekave vendam summa therika vitrukaru  Selvaraghavan sir odu movie kandipa pakka va storyline irukum  Sai pallavi and Rakul   Wishes from Thalapathy fans"
sent_41090,Positive,0.3333,0.5,0.1667,3,12,"Innike result , Morning NGK trailer pakka mudiyala nala vella nalla mark vangitten."
sent_41091,Positive,0.4,0.6,0.0,1,15,One more Movie against Central govt.. Vera kada irunda sollungada.. Ettana naal da Ida otuvingaaa
sent_41092,Positive,0.0833,0.9167,0.0,2,12,Yuvan yuvan yuvan yuvan yuvan yappavumeee ni top dhan thalaivaa yuvan veriyan
sent_41093,Positive,0.3,0.6,0.1,2,10,Vandhutan vandhutan vandhutan just 31 days  Waiting ae veriyagudhe thalaivaK
sent_41094,Positive,0.1667,0.8333,0.0,1,6,Padathukku mass kuduthu irukkinga Selva awesome
sent_41095,Positive,0.25,0.75,0.0,2,4,Sema. ...  Kathirukirom... release kaga.
sent_41096,unknown,0.4,0.6,0.0,3,5,Trailer Mirattalnu  ninaikuravanga  like podunga
sent_41097,Positive,0.6667,0.1111,0.2222,2,9,very nice movie kb lelizz hogi you tub me
sent_41098,Positive,0.0,1.0,0.0,0,10,nattula ovv ounnm...oru vidhthamana paithiyam  ana evanakku nattu mela paithiyam
sent_41099,Positive,0.6667,0.25,0.0833,2,12,i m str fan.but i m waiting ngk suriya yuvan masss combo
sent_41101,Positive,0.2222,0.7778,0.0,3,9,Semma mass ..... kandippa periya hit aagum valthukkal selvaragavan sir...
sent_41102,Positive,0.7143,0.1429,0.1429,1,7,"Vera level trailer,love from Tony stark fans"
sent_41104,Negative,0.7143,0.0,0.2857,0,7,Y 7.1 k dislike damm shit idiots
sent_41105,Negative,0.125,0.875,0.0,1,8,Dislike Podrava ambaliya illa pombaliyum illa vera vera
sent_41107,unknown,0.6,0.4,0.0,1,5,Selva & Yuvan fans hit like
sent_41108,unknown,0.3333,0.6667,0.0,1,9,Kerala pillarude mass kanikan #Kerala Surya Fanz Like Here
sent_41110,Positive,0.0,1.0,0.0,0,7,Telugu lo pawan kalyan Tamil lo surya...
sent_41111,Positive,0.1667,0.6667,0.1667,2,6,Yuvan Bgm as Usual Pakka Mass
sent_41112,unknown,0.2222,0.6667,0.1111,4,9,Ipovae above 20 tyms ku mela paathavanga like pannunga
sent_41113,Positive,0.3333,0.5556,0.1111,4,9,Marana mass(petta) music la dark tone pottu vitanga.... 1:26-1:34
sent_41114,Positive,0.75,0.125,0.125,2,8,full songs ngk juke box link enga bro
sent_41115,Negative,0.2778,0.7222,0.0,2,18,Idhu maari Eththana Padam vandhalum naadu apdiye dha irukkum one and only reason is  Kevalamaana Sattam mattum dha
sent_41116,unknown,0.0,0.0,1.0,0,12,NGK NGK NGK  NGK NGK NGK NGK NGK NGK  NGK NGK NGK
sent_41117,Positive,0.5,0.5,0.0,2,6,Vera leval trailer chance a illa
sent_41118,Positive,0.5714,0.4286,0.0,3,7,Fake pa views onnum increase aava matukuthu..
sent_41119,unknown,0.0,0.0,1.0,0,10,NGK NGK NGK NGK NGK NGK NGK NGK NGK NGK
sent_41123,Positive,0.4,0.6,0.0,1,5,Surya Anaa  Veraa Level Teaser...
sent_41124,Positive,0.3,0.7,0.0,3,10,"SUDHANDHIRATTHA British Kaaran kitta vaangi ARASIYALVADHINGA kitta kudutthuttom,,!! Real Lines,,"
sent_41125,Positive,0.5714,0.4286,0.0,7,14,Enna Trailer Saami  Yuvan Bgm Killed it  And Surya 🤩 Love From Bengaluru  Surya-Ajith Mutual 🤩
sent_41126,Positive,0.2857,0.5714,0.1429,3,7,U1 musical Vera level va thalaiva ne....
sent_41128,Positive,0.2222,0.7778,0.0,7,18,"I'm Vijay fan... Selva sir, Surya sir & Yuvan... Ivanga moonu perudhaan innaiku enga manushupooraa neranchu irukinga.... Vaalthukkal tholargale....."
sent_41129,Positive,0.3,0.6,0.1,3,10,"Engga Appan Military Da....Goli Vilayadava Solli Tharuvaan "".... NGKFire  is on"
sent_41130,Positive,0.0667,0.9333,0.0,2,15,Oviyam varaiyiravan avan pullaiku oviyam varaya solli kodupan.... yengapa military da odi velayadava solli kuduthurupan
sent_41132,Positive,0.125,0.75,0.125,2,8,Katta waiting NGK  malayalikkal und lyk adich pwolik
sent_41133,Positive,0.5714,0.3333,0.0952,4,21,Yuvan Shankar Raja King of BGM . 3 varieties of BGM in this Trailer. U1 chumma therikka vidrukaaru. Million likes for Yuvan.
sent_41134,unknown,0.5,0.5,0.0,5,10,"Suriya anna acting vere level , suriya anna fans hit like"
sent_41136,Positive,0.2222,0.7778,0.0,1,9,First show kandipa poiruvean suriya..ungala pakka romba happya irukean
sent_41137,Positive,0.0,1.0,0.0,0,6,Enaku ethu saariya padala athu sari
sent_41138,unknown,0.5,0.3333,0.1667,1,6,ysr surya selvaragavan combo hit like
sent_41140,Positive,0.5,0.5,0.0,2,6,Indha vatti block buster hit 🤩🤩🤩 Panarom.....
sent_41141,unknown,0.6667,0.0,0.3333,0,9,NGK FIRE ON MAY 31 FDFS LOCKED LIKE HERE
sent_41142,Mixed_feelings,0.3333,0.6667,0.0,3,6,But selvaragavan film mathri illa pa
sent_41143,Positive,0.1429,0.7143,0.1429,1,7,Aaahhhhh..... Pullarikkithu ya...... Semmmaaaaaaa Kaathiruppom may 31
sent_41147,Mixed_feelings,0.2308,0.7692,0.0,4,13,Selva raghavan film ah idhu???🤔🤔🤔🤔 Different tone la iruku nu ethana peruku thonudhu???
sent_41149,Mixed_feelings,0.7143,0.2857,0.0,2,7,looks like pawan kalyan in AP politics
sent_41152,Positive,0.8,0.2,0.0,2,5,Delight for selva sir fans .
sent_41154,Positive,0.2857,0.5714,0.1429,4,7,Yuvan 2k kids ayum addicted aga vachutaru.
sent_41155,Positive,0.4,0.6,0.0,2,5,Waiting pannathukku  marana mass trailer
sent_41156,unknown,0.5714,0.1429,0.2857,1,7,"Tamil Suriya fans like ,, Telugu fans comment"
sent_41157,Mixed_feelings,0.3889,0.6111,0.0,7,18,Yean nan comments panna kammiya na likes varuthu... Seriously sollurean selvaragavan namma tamilnattuku thevai... Just here this dialogues...
sent_41160,Positive,0.3333,0.5833,0.0833,4,12,0:18 Thirutham:Unmailiye naama suthanthiram britishkarankitta irunthu vaangi upper caste people ku kuduthurukom
sent_41161,unknown,0.1111,0.6667,0.2222,2,9,1.41 bgm ku yaru lam addict  Naan aagiten ‍ Neeinga?
sent_41162,Positive,0.1667,0.6667,0.1667,2,6,NGK ku Marana waiting yapo varum
sent_41164,Mixed_feelings,0.8333,0.1667,0.0,2,6,Who is here after kaappaan trailer??
sent_41165,Positive,0.1111,0.3333,0.5556,2,9,Thalaiva marana waiting padathuku NGK NGK NGK NGK NGK
sent_41166,unknown,0.6,0.4,0.0,3,5,Surya    Unlike pannavagalam ..... go to
sent_41167,unknown,0.375,0.625,0.0,5,8,Trailer la surya sir Mattum rasichavanga like podungo
sent_41168,Positive,0.375,0.625,0.0,4,8,Sir hae kola mass hae...a Standard SELVA film
sent_41169,Positive,0.1667,0.8333,0.0,2,6,Vijay fan padam vetri para valzthukal
sent_41170,Positive,0.2308,0.5385,0.2308,4,13,Surya semmma handsome... Yuvan g bgm semmma... Athuvum Final title podum alluthu bgm...
sent_41171,Positive,0.0,1.0,0.0,0,11,Intha naatula ovvunnum oru vidhamana paithiyam...Ana enaku suriya anna mela paithiyam
sent_41172,Positive,0.4286,0.4286,0.1429,1,7,Pakka arasiyal padam Especially in 0.44 sec
sent_41173,unknown,0.2222,0.7778,0.0,2,9,Annan fans like adi makkale nadipin nayakan vanthitenu solluu
sent_41174,Mixed_feelings,0.5,0.375,0.125,2,8,Yuvan bgm vera level look like new pudupettai....
sent_41175,Positive,0.5,0.5,0.0,4,10,Vera level la irukku thala music also my favourite yuvan
sent_41176,unknown,0.5556,0.3333,0.1111,3,9,Yuvan bgm verithanam...bgm King yuvan fans hit like here...
sent_41177,unknown,0.5,0.5,0.0,2,6,All kerala surya annan fans support
sent_41178,unknown,0.4074,0.5926,0.0,7,27,"Vera level trailer,maassu,   ""Indha naatula ovonu ovoru vidhamana Paithiam ivanukku Indha naattu melaye Paithiam""-semma Marana Waiting for NGK movie, Suriya anna fans laam Hit like button here"
sent_41180,Positive,0.0,1.0,0.0,0,5,Surya anna  epavum singam than
sent_41181,Positive,0.75,0.25,0.0,1,8,Good political movie &black buster movie aaga valthukkal
sent_41182,Mixed_feelings,0.1429,0.8571,0.0,3,14,"sudhandhiram British kaaran Kita irunthu vaangi, arasiyal vaathinga Kita koduthutom..  Ithu romba palaya dialogue"
sent_41183,Positive,0.1111,0.5556,0.3333,2,9,#CSK #CSK #CSK Enaku apdi thaan kekuthu opening la...🤣
sent_41184,Positive,0.3333,0.6667,0.0,3,9,Ayyo Surya darling trailer eh semmaya iruku..Movie kaga waiting..
sent_41185,unknown,0.375,0.5,0.125,3,8,10 million cross agum nu nenaikuruvinga like podunga
sent_41186,Positive,0.375,0.5,0.125,3,8,Intha Padamavutu surya hit aaganum after 10 years
sent_41187,Positive,0.5,0.3333,0.1667,2,6,Anyone here telugu  sai pallavi  fans
sent_41188,Positive,0.0,1.0,0.0,0,7,Nambe aatchi varumle thambi ... Varum paar kaathiripom
sent_41189,Positive,0.2,0.7,0.1,4,10,Yuvan bgm Selva direction Surya acting Vera yanna vanu masstha
sent_41190,unknown,0.4,0.6,0.0,9,15,Enna Da pudhu trenda iruku.... Viewsla paathi likesa iruku.... Kaalku boss Surya & selvaraghavan epic combo....
sent_41192,Positive,0.3,0.7,0.0,5,10,Trailer semma but paatum serthu  seekarama release panna nalla irrukum
sent_41193,Mixed_feelings,0.2308,0.6923,0.0769,2,13,chanc illaaa supera  iruukuthuu helthabest surya anna am waiting for surya anna ngk
sent_41194,Positive,0.1818,0.8182,0.0,3,11,Unmailae namma suthanthiram British kaaran kitta vangi arasiyal vaathikitta kuduthirukom #True
sent_41195,Mixed_feelings,0.0,1.0,0.0,0,12,Nalla padatha pattute somberiya ve irungge da pe payalungala.. urupadatha oru naadu
sent_41196,Positive,1.0,0.0,0.0,0,6,Superb trailer just loved it excellent
sent_41198,Positive,0.4211,0.5263,0.0526,5,19,Pakka mass or kola mass Annan Surya  A Big Salute our Naddipin Naayakan Surya  Marana waiting for NGK movie
sent_41200,Positive,0.0833,0.9167,0.0,2,12,Oru Thirutham british kaaran kita sudhandhiram vaanginadhu makkal illa arasiyal vaadhigal..purinjavan pistha
sent_41201,Positive,0.5217,0.4783,0.0,4,23,Semma maasss maa....Selva I believe you are on a rage this time with Mr. Surya. Thalaivaannnn Yuvannn level eh veraaa ..nee aadu thala
sent_41202,Positive,0.5625,0.375,0.0625,1,16,I am very very very very waiting movie ngk and Kappan Surya nadipin nayagan Mass Anna
sent_41203,Positive,0.1429,0.8571,0.0,3,14,Actually idhu selva sir oda mindla romba naaalah irukumnu ninanikire.. Adhan romba puyalah vandhruku...
sent_41204,Positive,0.3529,0.5294,0.1176,6,17,Aaudha yezhuthu aprm massive suriya va stylish suriya va aprm different attitude oda pakuran tq selva & U1
sent_41206,Positive,0.0,0.5,0.5,0,6,Pwli pwli 1:41 bgm vere levl
sent_41207,Positive,0.3,0.6,0.1,3,10,Tsk Mari irukku Selva movie Mari ya illa more cinematic
sent_41208,unknown,0.2222,0.7778,0.0,4,9,Kola mass bgm  apdi nu solravanga matum like podunga
sent_41209,Positive,0.4286,0.2857,0.2857,1,7,1.31 to 1.33 pure mass... Varum paar
sent_41210,unknown,0.4286,0.4286,0.1429,2,7,500k likes varum nu soldravanga like here...
sent_41211,Positive,0.375,0.625,0.0,4,8,varoom. waiting la vote for Nandha Gopala Kumaran.
sent_41212,Positive,0.2857,0.7143,0.0,3,7,merattal NADIPIN NAYAGAN'da selva u1 Vera level
sent_41213,Positive,0.1724,0.8276,0.0,10,29,Oru Thalapathy fan ah soltren Sema trailer selvaragavan Surya combo MERATTAL... Yepppa Saamy.  Selvaragavan Ne Vera level Ya.  Una aduchuka Evanum ila  Thalapathy Kuda Oru Padam panunga Sir Sikram...
sent_41214,Positive,0.0,1.0,0.0,0,7,Mass mass kola mass Vera ena solla
sent_41215,unknown,0.6667,0.3333,0.0,1,3,STYLIST STAR               SURIYA
sent_41217,unknown,0.2353,0.7647,0.0,1,17,Naatula ovv ounnm....oru vidhthamana  paithiyam   Aaana ivanuku naatumelyie-a paithiyam...  Surya Mel paithima irkavanga   .... Smash the like button
sent_41218,Positive,0.75,0.25,0.0,3,8,OMG Mr Selvaragavan sir ye COMMERCIAL movie pannavaichitangleee
sent_41219,Positive,0.3333,0.5,0.1667,1,6,Fst 5 line semmma mass na..!!!!
sent_41220,Positive,0.1,0.9,0.0,2,10,neega vanga Anna nanga erukom by thala veriyan veeram jegan
sent_41224,Mixed_feelings,0.1569,0.8431,0.0,10,51,"Tamilnadla enana jathi sangam irukunu Inga kila comment section patha therinjikalam polayea...epada maruvinga jathi ,matham, area, ipadi etho onu solli elaraiyum pirichea vachiirukingalea da......epa tha  manushana manusha sollunvinga ,caste nd religion vachi Nala politics Pani evano orutha rendu per Nala iruka mathavanla enanea theriyama mental mathiri sanda potrom. .. epa tha maraporomo"
sent_41228,Negative,0.0357,0.9643,0.0,2,28,"Neeghathan da paradesi nadaga kadhal nu varthaiya kandu puduchadhu yenna adha pandradhey neeghathan adhuku satchi nandhini,roja ennum naraya ponnugha.edhu oru  kadha mayirunu yeduthuvatchurukan paru director avana serupala adikanum"
sent_41239,Positive,0.0556,0.9444,0.0,2,18,"Dei dillu da unnaku..... Nee aambala da, romba naalaiku appram tamil cinema la oru mudhugu elumbu irukavan vandhurukam"
sent_41242,Positive,0.0,1.0,0.0,0,8,Mars la irunthu marakkozova jaathi sangathula irunthu vaazhthukkal.
sent_41243,Positive,0.0,1.0,0.0,0,8,Manitha jaathi saarbaga inda padam vetri adaya vaalthukal
sent_41244,Positive,0.0,1.0,0.0,0,5,Semma padam  ulga tharmana padam
sent_41245,Positive,0.6667,0.3333,0.0,1,6,"Semma , serupadi to Seeman and crooks"
sent_41248,Mixed_feelings,0.04,0.96,0.0,1,25,"Comment la Nallaa jaathi ya thooki pudingada. Asuran, pariyerum perumal elam jaathi veri padam kedaythu.  Adikka kai ongravanukum atha thadukka kai ongravanukum neraya vithyasam iruku."
sent_41265,Negative,0.0,1.0,0.0,0,8,..... para pundaigala savuda....parayan ranjith keatucha....nadaga kadhal theavidiya pasagala
sent_41267,unknown,0.0,1.0,0.0,0,7,Enaku puriyave ila yarna konjo solungalen enanu
sent_41283,Positive,0.1667,0.8333,0.0,4,12,Vanniyar Dhevar kavudar Nadar yathavar ellaame gethu thaan movie marana waiting Thaliva
sent_41310,Positive,0.0,1.0,0.0,0,17,padam vetri pera engalin valthukal anna evan epudi pesuna ena thappu senjavanungalam dhan koba paduvanunga unmaiyadhana solirukinga
sent_41314,Positive,0.0,1.0,0.0,0,7,PA RANJITH AVARGAL KANDIPA PAKKNUM ENTHA PADATHA..
sent_41316,Mixed_feelings,0.0,1.0,0.0,0,15,padam semma mass ah eruka pokuthu Oru punithamana kadhala nadagama nadathiya naigaluku eni appu Tha
sent_41321,unknown,0.0,1.0,0.0,0,10,Jathi parpathu thavaru......jathiyai kedukka nenaipargal methu jathi parpathu tharu illai
sent_41337,Negative,0.0,1.0,0.0,0,7,"Pa. Ranjith kum, Kuruma mama payalukum seruppadi."
sent_41338,Mixed_feelings,0.0556,0.9444,0.0,1,18,"Comment layumada avan saarba , Ivan saarbanu jaathiya kuripittu pesuvinga, Jathi veri pidicha punda mavingala adutha jemathulayavathu manushana porangada."
sent_41350,Positive,0.1667,0.8333,0.0,1,6,Trailer Sema .devar inathin sarbaga valthukal
sent_41351,Mixed_feelings,0.1333,0.8,0.0667,2,15,"Oru trailer,  2 mins  Manasula irukura valiya veliya kondu vandhutinga.   Nanum nadaga kadhalala badhika patavan."
sent_41352,unknown,0.0,1.0,0.0,0,7,Ithanala intha ooru makkaluku solla varuvathu enna...
sent_41355,unknown,0.3333,0.6667,0.0,2,6,Vikram vedha bgm use pani irukingala??
sent_41359,Negative,0.0,0.8333,0.1667,0,6,DMK thevi....... Pasangala ipoo sagunga daa
sent_41365,Negative,0.1,0.9,0.0,1,10,director ranjith pardhu sakattum avan mattum than saathi padam edupana
sent_41369,Positive,0.2105,0.7895,0.0,3,19,super bro trailer sema unga muyarchikku vazhthukal intha mathiri movie niraiya varanum kathal solli yamathura naingalukkellam ithu oru serupadi
sent_41373,Positive,0.3333,0.6667,0.0,2,6,Mukkulathor saarpaga movie win panna vaaldukal...
sent_41375,Positive,0.4,0.6,0.0,3,5,Sema  super valthukal mohan sir
sent_41381,Negative,0.3333,0.6667,0.0,2,6,naadaga kaadhal group  trailor pathuttu saavuda
sent_41383,Positive,0.0,1.0,0.0,0,7,Yadava vamsam Sarbaga vetri Bera vaalthugiren sondhangale
sent_41388,Positive,0.2,0.8,0.0,1,5,Karur Kongu vellalar Goundar Support
sent_41389,Positive,0.1667,0.75,0.0833,4,12,Kandipa verithanamana waiting Thala Indha trailor kagave 3 times papenya  Indha padatha
sent_41397,unknown,0.25,0.75,0.0,6,12,Mannoda ponna compare panradhu epo than korayumo?? Pengala objectify than panranga kadasila
sent_41400,unknown,0.0556,0.9444,0.0,2,18,Adhu Enna da idhu. Avan avan saadhiya sli wish panureenga. Oanumea puriyala yen ipoa ellam avanga saadhiya sldreenga????
sent_41403,Negative,0.1429,0.8571,0.0,1,7,@director Ranjith idha paathutu saavu da nee
sent_41407,unknown,0.2727,0.7273,0.0,4,11,Jaathi mukkiyam solravanga like Jaathi vendam solravanga comments ( no sonna pothum )
sent_41409,Positive,0.2,0.8,0.0,1,15,"Naidu samugathin saarbaga, indha  thraipadam vetri adayavum, maaberum samuga puratchi yerpadavum vazhthugal.  New sense productions"
sent_41411,Positive,0.6667,0.3333,0.0,2,6,Maraaanaaa waiting full support  by Dharmapuri
sent_41414,unknown,0.1429,0.7143,0.1429,2,7,2:08 Intha ? Keduketta Character Yaarunu Sollunga Pappom
sent_41415,Mixed_feelings,0.087,0.913,0.0,4,23,Ore jathikulle jathi parthu vantha athukku peru arippu jathi parthu love panni kalyanam panavanga kathal kathele kidaiyathu so ungalukkum vibacharikum entha vitiyasamum kidaiyathu
sent_41418,Positive,0.0,1.0,0.0,0,6,VANNIYAR SARBAGA PADAM VETRI PERA VALTHUKAL
sent_41422,Positive,0.1429,0.7143,0.1429,1,7,90s kids kagave edutha padam mathiri iruku
sent_41423,Positive,0.4,0.6,0.0,4,5,Rajini climax bangam !! Gupper sirupu 🤣
sent_41424,Positive,0.6667,0.3333,0.0,3,6,Vera level trailer 🤣🤣🤣🤣🤣 movie semma hit
sent_41425,Negative,0.0,1.0,0.0,0,9,"Parota soori ya mattum potraadheenga, nalla irukura padathayum naasamaakiduvaan"
sent_41426,Positive,0.4286,0.4286,0.1429,4,7,Hey  idhu 96 u yara yemathringa'vera lvl
sent_41427,Mixed_feelings,0.0,0.75,0.25,0,4,Idhu 96 ! Yaara emathura
sent_41428,Positive,0.4545,0.5455,0.0,5,11,Jayam ravi anna...You are great....Kandipa comali padam blockbuster aagum....ALL THE BEST....
sent_41429,Positive,0.2222,0.7778,0.0,1,9,Aga aga Ethukku thana Ethanala kathueruthan Vera level trialler
sent_41430,unknown,0.1333,0.8,0.0667,4,15,Coma ku 2019 la poitu 2030 la kan mulichaa nalla erukum nu nenaikuravugaa Like podunga 🤫
sent_41431,Positive,0.3333,0.6667,0.0,3,6,Jayam Ravi and kajal sema pair
sent_41433,Positive,0.375,0.625,0.0,3,8,Maattar aa enna maattar uncle... kids vere level
sent_41434,Positive,0.1111,0.8889,0.0,2,9,Bangam da unmayalume vera level padam... Sema kathaya iruku
sent_41435,Mixed_feelings,0.0,1.0,0.0,0,11,Ada paavikala. Thalaivera senjutingaleda..96 la vanthu irukalam. Thevai ilama vittutu poitaaru
sent_41436,Negative,0.2,0.8,0.0,8,30,"#thalaivarfans put dislike all indha padatha edhirpathen romba aana ipo enna naane serupala adicha maari aachu, yenda unga publicity ku cheap ah behave panreenga... idha tamilrockers la kuda paka maten"
sent_41437,unknown,0.1667,0.6667,0.1667,1,6,2017 end la than thalaivar solluvaru
sent_41438,Positive,0.6667,0.3333,0.0,5,9,"Movie script super, athuvum HIP HOP Tamizha music vera"
sent_41439,Positive,0.0714,0.8571,0.0714,2,14,DEI.. ITHU 96 YAARAI EMATHTHURINKA.... Haa Haaa  Haaa Thalaivarai senjudankal.....suuper suuper Haaaaaaaa haaaaa haaaa
sent_41440,Positive,0.3333,0.6667,0.0,1,6,Trailer climax kageve padatha parkalaam🤣🤣🤣🤣rajini senjitanunga...
sent_41441,Positive,0.2222,0.7778,0.0,2,9,Padam semaya irukum pola🤩 wow... trailerae alludhae!!! Comaliiiiiii jollyyyyy!!!!!
sent_41443,Positive,0.2222,0.7778,0.0,2,9,Padam semaya irukum pola🤩 wow... trailerae alludhae!!! Comaliiiiiii jollyyyyy!!!!!
sent_41444,Positive,0.2,0.8,0.0,2,5,"Ketta kapra , Mariana waiting da"
sent_41445,Positive,0.125,0.75,0.125,3,16,"Director damilan daa group poola....Thalaivar 96 la eppo da arasiyaluku varaen nu sonnaru. Sonnathu 2016 la.""."
sent_41446,Positive,0.2857,0.5714,0.1429,1,7,"Ethu 96! Yara yemathuringa! ,! VERA LEVEL TROLLING"
sent_41447,Mixed_feelings,0.0,1.0,0.0,0,6,Thalaiva rajni unna ippadi pannurangala ippa
sent_41448,Negative,0.3333,0.6667,0.0,1,6,End dialogue eda kuda ma erukae..
sent_41449,Positive,0.3333,0.6667,0.0,2,9,Ungalukku mattum yepdithaan different movie script kadikitho semma pa
sent_41450,Positive,0.0,1.0,0.0,0,5,Kadaisila thalaivaraye vachi senjitigale da
sent_41451,Positive,0.4,0.6,0.0,9,15,Naaa kooda posters lam paathutu #Playboy concept nenachen but idhu list laye ilapa ulti ... waiting 🤣🤣🤣🤣🤣🤣
sent_41452,Positive,0.5,0.5,0.0,3,6,vera level trailer... jayam ravi rocks
sent_41453,Mixed_feelings,0.2,0.7,0.1,4,10,Kavanichigala 1:14 la thalapathy oda movie's kadhalukku maadriyadai and kushi
sent_41454,Positive,0.6667,0.3333,0.0,3,6,Rajinikanth finishing is sema. Superb Trailer
sent_41455,Negative,0.0,1.0,0.0,0,9,Dai ennada yogi babu mudiya kanom pavamya antha manusan
sent_41456,Mixed_feelings,0.0,0.8,0.2,0,10,"Naan Arasiyaluku Varuvathu uruthi 2016,  Yenna athukulla 2.30 varusham pocha."
sent_41457,unknown,0.3333,0.6667,0.0,6,12,Jayam ravi movie yellam kandipa one time parkalam nu solluravanga like podunga
sent_41458,unknown,0.0,0.8,0.2,0,5,"Ah ithu 96 Yara yamathiriga ,,"
sent_41459,Negative,0.0,1.0,0.0,0,7,Enda dei... Rajiniya nondaama ungalaaala irukka mudiyaathaada
sent_41460,Positive,0.1111,0.7778,0.1111,2,9,Wowww. enna ya vera level la iruku sikaram vaangayasemmmmaaa
sent_41461,Positive,0.5,0.3333,0.1667,1,6,Early 2k kids life apdae iruku
sent_41462,unknown,0.3,0.65,0.05,6,20,Trailer end vera level:  Rajini: naan arasiyalukku varuvaen. Coma: ithu '96 yara emathureenga Director Sir: aanalum ungalukku thairiyam jasthi Sir
sent_41463,Positive,0.6,0.4,0.0,3,5,Vera level Paa iam waiting
sent_41464,Positive,0.0,0.8333,0.1667,0,6,Ithu 96 🤣🤣🤣yaara ematturinga semma pa🤣🤣
